title,post_body,price,location,url,bedrooms,bathrooms,datetime,latitude,longitude,cats_allowed,dogs_allowed,geometry,district,post_length
beautiful apartment!,"exquisite one-bedroom apartment residency! presenting an exceptional one-bedroom apartment featuring generously sized and well-proportioned rooms. this residence boasts the elegance of beautiful hardwood floors, ample closet space, and an abundance of natural light, providing a sophisticated living experience. the kitchen is appointed with caesarstone countertops and top-of-the-line stainless steel appliances, including a refrigerator, gas cook stove, dishwasher, and microwave. situated at 405 east 56th, this esteemed full-service luxury rental building stands as a pinnacle of refined living in the heart of manhattan. renowned for its charm, serenity, and tranquility, the neighborhood encapsulates a distinct quality of life. the building offers an array of premium amenities, including a dedicated full-time doorman and a live-in resident manager, ensuring a secure and responsive living environment. a central laundry room on the lobby level adds to the convenience of daily living. moreover, residents are delighted to welcome pets into their homes. benefit from convenient access to public transportation and the proximity to manhattan's finest restaurants, upscale boutiques, and specialty shops. elevate your lifestyle at 405 east 56th, where luxury and comfort converge seamlessly.",3750,midtown east,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-apartment/7705097930.html,1,1.0,['2024-01-07 11:07'],40.757397,-73.963137,1,1,POINT (-73.963137 40.757397),Manhattan,1297.0
"3 bedroom for a 2 bedroom price cvr, sec 8 welcome",beautiful newly renovated 3 bedroom apartment for a 2 bedroom price ready to move into today,2200,yonkers,https://newyork.craigslist.org/wch/apa/d/yonkers-bedroom-for-2-bedroom-price-cvr/7705097116.html,2,1.0,['2024-01-07 11:04'],40.9461,-73.8669,1,1,POINT (-73.8669 40.9461),,92.0
**new 2br/2bath duplex*astoria/30th ave*pet ok*queen lr!2 queen br!eik,"*****this is my office address below not the apt address!!!***** astoria apartments llc 29-13 23rd avenue, 2nd floor astoria, ny 11105 www.astoriaapartmentsllc.com call/text my cell: 347-556-4555 for faster service ​ ***viewing appointments will not be set up via email. you must call or text*** please call/text me on my cell: 347-556-4555 to request a viewing appointment **********this apt is located on 36th street and 28th avenue************* *******heat, hot and cold water are included in the rent******* large renovated 2br duplex apt in bldg is available for 2/1/24 move-in queen size living room with wood floors and guest closet 2 queen size bedrooms with wood floors/double closets, one on each level eat-in-kitchen with new appliances & cabinets 2 renovated full bathrooms, one on each level heat, hot and cold water are included in the rent!!! this apt also has use of shared outdoor space as well!!! only 5 min to n/w trains at 30th avenue n/w stop at 31st street only 1 block from restaurant, laundromat, deli and shops cat is ok. 1 small dog will be considered available for 2/1/24 move-in *****please note: all applicants must have good credit and verifiable income***** call taso @ 347-556-4555 now!!! to view this incredible apartment before it's gone!!!!",2800,astoria,https://newyork.craigslist.org/que/apa/d/astoria-new-2br-2bath-duplexastoria/7705096919.html,2,2.0,['2024-01-07 11:04'],40.766606,-73.916102,1,1,POINT (-73.916102 40.766606),Queens,1275.0
🟢luxury🔴1 free month 3br /laundry/gym/game room/parking j/m/z train,"****a 1 time opportunity **** 1 free month for lease starting asap new state of the art luxury large sunny 3br with 1 full bathroom. in stunning elevator building on greene ave. on border bedstuy / bushwick apartments show way bigger in person than square pictures allow. for a quick response please text me 347 263 3994 for more details/info/showings brand new building top of the line finishes bedstuy's newest and most vibrant rental residence places you right in the center of one of nyc's most dynamic neighborhoods. building amenities game room working lounge with free wifi gym roof top fully furnished laundry room parking elevator bike storage the residences huge rooms, you can fit queen beds + desk and extra space in both room's spacious large sunny living room stainless steel appliances, including a dishwasher and microwave custom italian kitchens with matching cabinets quartz countertops custom italian bath cabinetry oversize closets white oak hardwoods floors high ceilings and more!!! ac units virtual doorman your 2 block away from the jmz trains; giving you access to the city in less than 25min. perfectly located next to your neighborhood liquor store, grocery store and dry cleaner. crave that morning coffee? very nice lay out spacious bedrooms with perfect natural lighting closet space in each bedroom walking distance to lots of bars, restaurants, shopping ready to move, good credit and income !! guarantors welcome",3225,bedstuy,https://newyork.craigslist.org/brk/apa/d/brooklyn-luxury1-free-month-3br-laundry/7705096840.html,3,1.0,['2024-01-07 11:03'],40.691149,-73.926594,0,0,POINT (-73.926594 40.691149),Brooklyn,1445.0
great little studio apartment,"light and bright! updated studio apartment with sleeping / office alcove. the unit has new windows, an updated kitchen with dishwasher, new bathroom and wood floors. heat, hot water and cooking gas included! coin-op washer & dryer on each floor. fitness room off lobby. common areas have been recently remodeled and updated. super on site. controlled access building. very desirable springdale location. close to train, shopping, restaurants, stamford twin rinks. reserved parking available for an additional monthly fee - both indoor and outdoor. one time $200 move/out fee. no dogs or cats. required: 650 credit score or higher, income must be 3x the rent ($54k before taxes) background and credit check conducted.",1495,"springdale, stamford",https://newyork.craigslist.org/fct/apa/d/stamford-great-little-studio-apartment/7705095554.html,0,1.0,['2024-01-07 10:59'],41.09371,-73.520057,0,0,POINT (-73.520057 41.09371),,716.0
🟥prime bushwick🟩amazing sunny 3br  @j/m/z train no fee,"♦️hot deal in great location ♦️ you will love living here♦️ state of the art sunny 3 bedroom apt. on bushwick ave. in prime bushwick ~apartments show way bigger in person than square pictures allow~ very close to j/m/z train for a quick response please text me 347 263 3994 for more details/info/showings no broker fee! large living room 3 nice big bedroom's can fit queen bed 1 nice full modern bathroom high ceilings spot lights hardwood floor! stainless steel appliance very nice lay out spacious bedrooms with perfect natural lighting closet space in each bedroom walking distance to lots of bars, restaurants, shopping ready to move, good credit and income !! guarantors welcome",2995,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-prime-bushwickamazing-sunny/7705091657.html,3,1.0,['2024-01-07 10:45'],40.687865,-73.91527,0,0,POINT (-73.91527 40.687865),Brooklyn,683.0
24hr dm | roof deck | central air | pool | gym,"renovated studio. features a galley kitchen with stainless steel appliances, gorgeous plank flooring, and ample closet space. features: -dishwasher -microwave -renovated -stainless steel appliances -quartz countertops -porcelain tile in bathroom -plank flooring -24hr doorman -pets allowed -garage -elevator -laundry in building -outdoor areas -health club with pool -valet on-site -lounge with wifi and 2 sundecks *pictures reflect apartment finishes, and may not represent the actual apartment. *i have access to 99.9% of nyc available apartments*",3390,upper east side,https://newyork.craigslist.org/mnh/apa/d/new-york-24hr-dm-roof-deck-central-air/7705091457.html,0,1.0,['2024-01-07 10:44'],40.7816,-73.9511,1,1,POINT (-73.9511 40.7816),Manhattan,549.0
studio apt.,"this is a large studio apartment on the lower level of a single family home. freshly painted, furnished and ready for move in. electric, hot water, water, heat are all included in the rent. no renters fee. for any questions please call the phone number below, leave a message and i will return you call within 24 hours.",1650,bay ridge,https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-apt/7705090064.html,0,1.0,['2024-01-07 10:38'],40.6412,-74.0133,0,0,POINT (-74.0133 40.6412),Brooklyn,319.0
last one bedroom unit_make your appointment before its gone!,"*welcome to your new home* one bedroom apartment vinyl floors full bathroom bright & sunny laundry elevator super broker fee 1 month no pets to view call/text/email (anytime) licensed real estate broker - backer, desaix contact jean 917 748 5004",2175,brooklyn/canarsie,https://newyork.craigslist.org/brk/apa/d/brooklyn-last-one-bedroom-unitmake-your/7705089951.html,1,1.0,['2024-01-07 10:38'],40.6407,-73.9028,0,0,POINT (-73.9028 40.6407),Brooklyn,245.0
*large room for rent_close to all_markets_expressways_lirr*,- large room partially furnished for 1 person only - office work stations - dining room - kitchen - light cooker - bath - wifi included - $100 added to rent per month if air conditioner is installed - no smoking - no parties - no sleep overs - no move ins to view text/call/email licensed real estate broker - desaix backer contact jean 917 748 5004 please just text me thanks.,1275,queens,https://newyork.craigslist.org/que/apa/d/cambria-heights-large-room-for/7705089849.html,1,1.0,['2024-01-07 10:38'],40.6947,-73.7374,0,0,POINT (-73.7374 40.6947),Queens,377.0
no fee *studio apartment* kitchen_bath_laundry_lirr,"welcome to your new garden style apartment complex! apartment features: * hardwood floors (glossy shiny finish) * studio apartment * kitchen (granite) * cabinets (different styles) * white appliances * bathroom (granite) * air conditioning unit included * laundry on premises (card operated machines) * transportation n23, lirr pet policy ""small cats ok"" ***no dogs allowed sorry*** heat, hot water, gas and parking included _________________________________________________ to view call or text/email(anytime) licensed real estate broker - backer, desaix contact jean 917-748-5004",2490,port washington,https://newyork.craigslist.org/lgi/apa/d/garden-city-no-fee-studio-apartment/7705089777.html,0,1.0,['2024-01-07 10:37'],40.7268,-73.6343,0,0,POINT (-73.6343 40.7268),,581.0
"gorgeous 2 bd 2.5 bth duplex in ridgewood!! sunlit, huge basement!!",for questions or showings contact sham 518-530-7643 features: 🛏️ rooms can fit full-queen sized beds 🌳 hardwood floors 🧺 laundry in building 🌟 backyard access 🪟 big windows for natural light 🎉 huge basement common space 🍽️ dishwasher ❄️🔥 mini split units for ac/heating 🚶‍♂️🚇 short walk to the l and m trains for an easy commute to manhattan must have good credit and income guarntors welcome,3200,ridgewood,https://newyork.craigslist.org/que/apa/d/ridgewood-gorgeous-bd-25-bth-duplex-in/7705089320.html,2,,['2024-01-07 10:36'],40.7036,-73.8961,1,1,POINT (-73.8961 40.7036),Queens,392.0
patio with garden.  unfurnished / furnished.  near all.,"welcome to your urban retreat in this exquisite 2-bedroom apartment boasting an exclusive private garden and outdoor space that will leave you breathless. whether you’re seeking a short-term or long-term, this apartment is flexible to accommodate your needs. step into a beautifully furnished apartment with a spacious living area that is bathed in natural light. relax and enjoy the convenience of not one, but two televisions at your disposal. this rental comes fully equipped with all cookware and dishes. enjoy your morning coffee, as you escape the hustle and bustle of the city in your very own private garden oasis. say goodbye to utility bills! this rental includes all utilities (gas, electric, water), internet, cable tv, and even landscape maintenance. nestled in a vibrant neighborhood, the a and j subway trains are within the vicinity. plus, several bus lines run nearby, providing even more transportation options. laundromat is literally one minute walk.  restaurants, cafes, grocery and convenience stores are lined throughout 101st avenue. hardwood floors covers the entire apartment. two bedroom ,one bathroom apartment. garden and patio area....... 25 x 40 feet. ( 7.5m x 12m ) $2850 - unfurnished option utilities, internet and cable are not included. no private use of garden, and no landscaping maintenance. $3200........ furnished option.. all utilities, internet, cable and furnishings included. private use of garden patio area. monthly maintenance included.",2850,ozone park / jamaica / richmond hill / queens,https://newyork.craigslist.org/que/apa/d/ozone-park-patio-with-garden/7705089309.html,2,1.0,['2024-01-07 10:36'],40.6838,-73.8514,0,0,POINT (-73.8514 40.6838),Queens,1484.0
"ridgewood 3 bedroom! dishwasher, kitchen island, no fee! near l train @ halsey!",ridgewood 3 bedroom! 1.5 bath no fee 2/1 move in or sooner text amanda at 347.479.2829 to schedule a viewing! central a/c hardwood floors video intercom natural light in living area stainless steel appliances built in microwave granite countertops laundry in building near neighborhood favorites such as rolos plein air bennys cuban cafe evil twin brewing julia’s and more!!!! *text amanda at 347.479.2829 to schedule a viewing!*,3160,ridgewood,https://newyork.craigslist.org/que/apa/d/brooklyn-ridgewood-bedroom-dishwasher/7705089063.html,3,,['2024-01-07 10:35'],40.6994,-73.9013,1,1,POINT (-73.9013 40.6994),Queens,429.0
beautiful and no-fee apartment!,"no-fee apartment! available for lease is a chic studio perched on an elevated floor within one of the most coveted buildings in the neighborhood. bathed in an abundance of natural light, this sanctuary is discreetly tucked away on the tranquil back side of the building, ensuring a peaceful retreat. the expansive living area graciously accommodates a queen-size bed, nightstands, a dresser, a cozy sofa, and a versatile desk/entertainment setup. a generously sized closet provides ample storage space, ensuring a clutter-free environment. the kitchen has undergone a stylish renovation featuring stainless steel appliances, pristine white cabinets, a subway tile backsplash, and luxurious stone countertops. the bathroom mirrors this modern aesthetic with its renovated design, boasting abundant storage, tiled floors and walls, and a full-size tub. nestled within the esteemed washington irving house, this residence offers the epitome of a doorman living in the city. its unbeatable location ensures effortless access to public transportation via the n/q/r/l/4/5/6 trains. a stone's throw away from whole foods and trader joe's, as well as the vibrant weekly farmer's market and holiday market in union square from november to january. with an array of bars, restaurants, entertainment options, shopping, and fitness facilities in close proximity, this is unequivocally the place to be.",3500,gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-and-no-fee-apartment/7705088617.html,0,1.0,['2024-01-07 10:33'],40.735107,-73.987376,1,1,POINT (-73.987376 40.735107),Manhattan,1389.0
3br + 1 bath in harlem ($3100) [lease takeover],"amazing modern renovated 3 bedroom in harlem! — new kitchen with stainless steel appliances and cherry cabinets — redbrick throughout this gigantic apartment! — new modern bathroom — ceiling fans + closets in all bedrooms — lots of sunlight — elevator building — quiet, tree-lined street — live-in super — available now! looking to for someone to takeover our lease. please reach out with any questions. (347-293-9789)",3100,harlem / morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-3br-bath-in-harlem-3100-lease/7705087043.html,3,1.0,['2024-01-07 10:26'],40.817282,-73.938539,1,1,POINT (-73.938539 40.817282),Manhattan,418.0
charming furnished spacious 1 bedroom apartment,"please read carefully the rental information to avoid questions already mentioned here in the description. charming furnished spacious 1 bedroom apartment located in the heart of manhattan.  apt newly renovated with all new kitchen appliances. only 6 blocks from central park, time square and broadway shows. extremely clean and comfortable place with a cozy vibe. the office can easily be used as a second bedroom. great restaurants and bars around. you’ll enjoy the easy access to everything from this centrally located place. available for short and long term. us $250 daily us $1,200.00 weekly us $3,700.00 monthly",3700,midtown,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-furnished-spacious/7705087005.html,1,1.0,['2024-01-07 10:26'],40.7651,-73.9858,1,1,POINT (-73.9858 40.7651),Manhattan,618.0
no fee xl1.5 bedroom  steps from g trains and jmz pet frien,super spacious 1.5 bedroom with lots of closet space.  railroad layout with updated kitchen and lots of space.  pet friendly and no fee.  steps from the jmz and g trains. please email me only in this format to view- name- email- credit/income - budget - move date- availability to view - phone number - williamsburg bushwick bed stuy park slope prospect park,2497,bed stuy,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-xl15-bedroom-steps-from/7705085284.html,1,1.0,['2024-01-07 10:19'],40.697706,-73.948653,1,1,POINT (-73.948653 40.697706),Brooklyn,358.0
unique stream-side retreat,"unique artist designed stream side retreat. this 1.5 acre property at the foot of slide mt., highest catskills peak,  borders a 45,000 acre wilderness preserve on the woodland valley stream. in addition to the two bedroom 1600 sq/ft house there is a 300 sq/ft seasonal guest cottage. location, location, location! the property is easily accessed for a drive-by viewing. however, due to the current tenant situation, the interior cannot be shown until april 1st. the property will then be available for long term lease on june 1st. house and seasonal guest cottage $2000 per month. please feel free to contact with any questions you have.",2000,phoenicia,https://newyork.craigslist.org/mnh/apa/d/phoenicia-unique-stream-side-retreat/7705084288.html,2,1.0,['2024-01-07 10:15'],42.035417,-74.366153,0,0,POINT (-74.366153 42.035417),,637.0
"charming 1bd apartment with rustic exposed brick, beams, loft style!!!","bedroom(s): 1 bathroom(s): 1 square feet: 375 bedroom dimensions: 11’8 × 9’9 great room dimensions: 15’ × 12’8 neighborhood: east harlem pet friendly: yes elevator building: no floor: 3rd floor broker fee: yes (one month) apartment features: stainless steel appliances, hardwood flooring, combined kitchen and living room area [great room], ceiling fans, exposed brick, 9’3 ft ceilings, office nook utilities paid by landlord: water, heat utilities paid by tenant : electricity (conedison), cable/wi-fi (spectrum) greetings, please be prepared to execute a 30 second questionnaire provided by my assistant michelle if you do not provide any information (ex: move-in date, pets, etc.) about yourself regarding apartment inquiry. thank you.",2050,east harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-1bd-apartment-with/7705083520.html,1,1.0,['2024-01-07 10:12'],40.7918,-73.9447,1,1,POINT (-73.9447 40.7918),Manhattan,738.0
lovely spacious 2 bedroom apartment for rent,"- beautiful large two bedrooms with plenty of closet space - lots of natural sunlight, freshly painted, brand new appliances - great quiet laurelton neighborhood, plenty parking spaces - near all major shopping, close to all major highway and jfk , near the lirr station - ready to move in. for expedited showing please text (516) 472-8512.",1888,laurelton / queens village,https://newyork.craigslist.org/que/apa/d/springfield-gardens-lovely-spacious/7705083336.html,2,1.0,['2024-01-07 10:11'],40.6645,-73.7559,0,0,POINT (-73.7559 40.6645),Queens,340.0
no fee brand new studio washer dryer pet friendly,"spacious studio near the jmz gates ave stop in brand new building. dishwasher, laundry, central ac and high ceilings.  $2188 net with one month free. please email me only in this format to view- name- email- credit/income - budget - move date- availability to view - phone number -",2188,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-brand-new-studio-washer/7705083233.html,0,1.0,['2024-01-07 10:11'],40.69111,-73.916964,1,1,POINT (-73.916964 40.69111),Brooklyn,281.0
beautiful 3 bedroom with open kitchen layout + dishwasher,"beautiful 3 bedroom 1 bath in greenwood brooklyn – short walk to the prospect ave station – d,n,w,r - text to see a video of the unit! apartment features: - 3 bedrooms (all with closets) - open kitchen with breakfast bar + dishwasher - spacious living room - recently renovated bathroom - heat & hot water included - pets allowed to schedule a showing call/text today!",3450,greenwood/south slope,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-bedroom-with-open/7705083144.html,3,1.0,['2024-01-07 10:11'],40.665936,-73.994985,1,1,POINT (-73.994985 40.665936),Brooklyn,368.0
no fee true 2 bedroom in williamsburg renovated kitchen,amazing 2 bedroom apartment located in prime williamsburg! the kitchen has stone countertops and stainless steel appliances including a dishwasher and microwave! hardwood floors and lots of windows! please email me only in this format to view- name- email- credit/income - budget - move date- availability to view - phone number -,3100,williamsburg jmz,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-true-bedroom-in/7705083092.html,2,1.0,['2024-01-07 10:10'],40.702505,-73.945799,1,1,POINT (-73.945799 40.702505),Brooklyn,330.0
no fee gorgeous and sunny no fee 1 bedroom washer dryer,"1-bedroom apartment nestled in the heart of greenpoint, brooklyn's most sought-after neighborhood. this prime location offers the perfect blend of urban convenience and trendy charm in-unit washer/dryer, includes electricity in the rent, vibrant community, walking distance to parks, cafes, shops and farmers markets on the weekends. please email me only in this format to view- name- email- credit/income - budget - move date- availability to view - phone number - williamsburg greenpoint bushwick prospect park slope",3298,williamsburg / greenpoint,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-gorgeous-and-sunny-no/7705082866.html,1,1.0,['2024-01-07 10:10'],40.720328,-73.94184,1,1,POINT (-73.94184 40.720328),Brooklyn,518.0
83rd street and woodside ave two bedrooms near #7 train and 30min to,beautiful two bedrooms with separate eat in kitchen 14' high ceiling washer and dryer prewar building with lots of closets space sunny and bright near #7 train and 30min to n y c please call shiek at 1-917-982-3645 thanks shiek,2200,elmhurst,https://newyork.craigslist.org/que/apa/d/elmhurst-83rd-street-and-woodside-ave/7705082569.html,2,1.0,['2024-01-07 10:09'],40.7351,-73.8776,1,1,POINT (-73.8776 40.7351),Queens,227.0
39th street and 47th ave 3 bedrooms near #7 train 40min to n y  c,beautiful 3 bedrooms with separate eat in kitchen 14' high ceiling washer and dryer prewar building with lots of closets space sunny and bright near #7 train and 35min to n y  c please call shiek at 1-917-982-3645 thanks shiek,2650,sunnyside,https://newyork.craigslist.org/que/apa/d/sunnyside-39th-street-and-47th-ave/7705081440.html,3,1.0,['2024-01-07 10:05'],40.7436,-73.9216,1,1,POINT (-73.9216 40.7436),Queens,226.0
40th street and 43rd ave one bedroom near #7 train and 30min to n y c,beautiful one bedroom with separate eat in kitchen 14' high ceiling washer and dryer prewar building with lot of closets space sunny and bright near #7 train and 35min to n y  c please call shiek at 1-917-982-3645 thanks shiek,1800,sunnyside,https://newyork.craigslist.org/que/apa/d/sunnyside-40th-street-and-43rd-ave-one/7705079650.html,1,1.0,['2024-01-07 09:58'],40.7436,-73.9216,1,1,POINT (-73.9216 40.7436),Queens,226.0
bushwick 2 bedroom 1.5 bathroom duplex $3000,"come see this amazing bushwick 2 bedroom 1.5 bathroom apartment available for 1/15 move-in $3000/ month amenities include modern kitchen with stainless steel appliances, dishwasher, and kitchen counter island full bathroom comes with a deep soak tub bedrooms boast large windows and equipped with closets finished basement with additional storage central air laundry in building adjacent to the l and m trains at myrtle/ wykoff and the ridgewood bus terminal no broker fee inquire with chris via text or call @ 810-965-8871",3000,brooklyn bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-bedroom-15-bathroom/7705079512.html,2,,['2024-01-07 09:57'],40.6955,-73.9126,1,1,POINT (-73.9126 40.6955),Brooklyn,523.0
ridgwood 4 bedroom with laundry in unit $3700,"come see this lovely and sunny 4 bedroom in ridgewood! 1.5 bathroom available now! no broker fee! all bedrooms have closets and windows all bedrooms can fit a full/ queen sized mattress stainless steel appliances. dishwasher and washer dryer in unit. central a/c and heat common room has a skylight. pet friendly (one time fee) adjacent to the myrtle wykoff l/m trains. countless cafes, restaurants, and bars. inquire with chris @ 810-965-8871 i’m",3700,ridgewood,https://newyork.craigslist.org/que/apa/d/brooklyn-ridgwood-bedroom-with-laundry/7705079406.html,4,,['2024-01-07 09:57'],40.7101,-73.9084,1,1,POINT (-73.9084 40.7101),Queens,447.0
clinton hill 4 bedroom $4800,come see this lovely and spacious clinton hill 4 bedroom 2 bathroom apartment features include hardwood floors high ceilings exposed brick central a/c sunny living room exposed brick pet friendly 3rd floor kitchen includes stone counter tops stainless steel appliances dishwasher 4 bedrooms specs 1 extra large room that can accommodate a king sized mattress w/ closet 1 large room that can accommodate a queen sized mattress w/ closet 2 full sized mattress bedrooms 1 w/ closet gross rent $5450 tenant will pay the net rent of $4800 month. offering one month free over the term of the lease no broker fee available now contact chris to view today via call or text 810-965-8871,4800,brooklyn clinton hill,https://newyork.craigslist.org/brk/apa/d/brooklyn-clinton-hill-bedroom-4800/7705079147.html,4,2.0,['2024-01-07 09:56'],40.6834,-73.9638,1,1,POINT (-73.9638 40.6834),Brooklyn,677.0
2 bedroom in brand new bedstuy ammenity building $4250,"come see this beautiful 2 bedroom apartment with a large private outdoor terrace in bedstuy!! adjacent to the kosciuszko j train station and several buss routes monthly rent is $4250, 18 month lease, 2.5 months of that lease term will be free, no payments. brand new unit, no one has ever lived in. large sunny rooms with floor to ceiling windows. tons of closet space elevator in building. parking spots available for $300/ month amenities include laundry room bike storage lounge/game room pet spa gym annual $200 fee for access to all amenities come see this amazing luxury apartment today! available now! no broker fee!!! inquire with chris @ 810-965-8871",4250,brooklyn bedstuy,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-in-brand-new-bedstuy/7705078920.html,2,1.0,['2024-01-07 09:55'],40.6868,-73.9323,1,1,POINT (-73.9323 40.6868),Brooklyn,659.0
vacant 1 bedroom astoria heat included must pay con edison,"no fee - by owner. astoria. this is a 1 bedroom apartment. you pay for electricity and cable/internet. last stop of the n, w line. ditmars blvd. near transportation, supermarkets, cafes, bakeries, restaurants, library, laundry, etc. this is a small, private house. this is not a building. vacant - 1 bedroom. first floor - faces the street. hardwood floors. windows in every room. windowed kitchen, windowed bath. no pets. no smoking. heat and hot water included.  kindly call and leave a message. no texting. no texting. landline. will not reply to texting. 718 932 21 73",1900,astoria,https://newyork.craigslist.org/que/apa/d/astoria-vacant-bedroom-astoria-heat/7705078133.html,1,1.0,['2024-01-07 09:51'],40.771598,-73.908946,0,0,POINT (-73.908946 40.771598),Queens,572.0
washer/dry*big!wholetop floor detached 2fam*absenteel/l*a/c*bownepark!,"*email broker your phone number by reply, “they will call you!!” “ for those who want the best!” the whole top floor of a detached two family house blocks from bowne park*, absentee landlord! private entrance! renovated kitchen (dishwasher) & bath laundry room in unit! new polished hard wood oak flooring “windows, windows everwhere!!“sunny” “dining room” king bedroom + 3 smaller bedrooms/computer rooms “ closets, closets, everywhere!” try small dog or cat a give away at $2,800! *email broker your phone # by reply, “they will call you!!”",2800,north flushing,https://newyork.craigslist.org/que/apa/d/ridgewood-washer-drybigwholetop-floor/7705077242.html,4,1.0,['2024-01-07 09:47'],40.77092,-73.804951,1,1,POINT (-73.804951 40.77092),Queens,542.0
basement apartment by quick rentals,"quick rentals have a beautiful basement apartment in jamaica for rent. real nice apartment with high ceilings, livingroom, 1 bedroom, kitchen, full bath and separate entrance, owner is also open to giving 1 parking space if tenant has a hard time finding street parking, all utilities are included for only $1,500.  requierements are 3 most recent pay stubs, w2, 600 or better credit, id, none smoking, no pets. for an appointment call lou at 516-813-5231.",1500,jamaica ny,https://newyork.craigslist.org/que/apa/d/jamaica-basement-apartment-by-quick/7705076594.html,1,1.0,['2024-01-07 09:44'],40.685608,-73.796348,0,0,POINT (-73.796348 40.685608),Queens,456.0
whole house 4 rent*laundry*newkit &2new baths*pets ok*pvt enclsdgarden,"******email broker now! ****send your phone* number by reply, we will call you! ** xxxxxxxxxwhole detached house & private garden for rent!! 1. 6 rooms 2. 3 bedrooms, (3rd bedroom now used as family room) 3. brand new kitchen with dishwasher 4. 2 brand new full baths 5. an abundance of brand new energy efficient windows! 6. airy & sunny 7. full basement 8. laundry room with state of the art washer/dryer 9. brand new renovation 10.private secluded ""enclosed garden"" 11. amazing closets storage !! full basement & attic storage off street parking ""try small dog!"" $3,500 !! grab it! email your phone # for pvt. showing today! location*location*location* blocks to express bus, bus to the # 7 train & lirr blocks away! the whitestone and throgs neck bridges are just there! surrounded by the belt, whitestone &clearview expressway, the lie & grand central! * free tennis courts and olympic track close ******email broker now! ****send your phone number by reply, we will call you! ** * specializing in: bayside, beechhurst, college point, douglaston, whitestone, north flushing, fresh meadows, auburndale, little neck, jackson heights, astoria, great neck, port washington",3500,bayside north,https://newyork.craigslist.org/que/apa/d/bayside-whole-house-rentlaundrynewkit/7705075682.html,3,2.0,['2024-01-07 09:40'],40.76746,-73.76622,0,0,POINT (-73.76622 40.76746),Queens,1173.0
"beautifully designed, modern apartment in the heart of the finical dis","beautifully designed, modern apartment in the heart of the finical district! doorman elevator health club garage subway laundry bicycle room storage lounge valet roof deck wifi concierge live in super apartment amenities dishwasher hardwood high ceilings renovated marble bath granite kitchen light laundry in unit microwave stainless steel appliances open kitchen city view open view this gorgeous flex apartment in the heart of the finical district will have you have you falling out of love with you current apartment and falling in love with everything this luxuries apartment has to offer. its beautiful dark oak hardwood flooring matching the costume cabinetry and appliance. grand chefs kitchen with full size appliances, marble counter top and back splash. stackable washer and dryer and chandelier lighting this grand flex one has everything you could ever ask for. amenities: twenty-four hour doorman bike storage lounge rooftop sun deck valet laundry concierge services dry cleaning service fitness center housekeeping on-site laundry package reception carlos frias 407-731-5770 carlos frias phone: 4077315770 mobile: 4077315770 fax: (646) 893-2718 ny rent own sell   4077315770   4077315770   fax (646) 893-2718 posted by realtymx™ to view, call or text carlos frias at 4077315770 3269",2900,financial district,https://newyork.craigslist.org/mnh/apa/d/new-york-beautifully-designed-modern/7705075424.html,1,1.0,['2024-01-07 09:39'],40.7056,-74.0083,1,1,POINT (-74.0083 40.7056),Manhattan,1297.0
no fee!!!! new construction 1bd/1ba apt don't miss out!! train 2/3/4/5,"bedrooms: 1 bathrooms: 1 square feet: 503 bedroom dimensions: 15’1 × 7’11 livingroom dimensions: 15’6 x 7’11 neighborhood: central harlem pet friendly: yes elevator building: yes floor: 4th floor broker fee: no apartment features: stainless steel appliances, dishwasher, hardwood flooring, combined kitchen and living room area, central a/c, private patio, elevator building, laundry on-site, private storage space utilities paid by landlord: water utilities paid by tenant: electricity (conedison), cable/wi-fi (spectrum) greetings, please be prepared to execute a 30 second questionnaire provided by my assistant michelle if you do not provide any information (ex: move-in date, pets, etc.) about yourself regarding apartment inquiry. thank you.",2650,harlem / morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-new-construction-1bd/7705075092.html,1,1.0,['2024-01-07 09:37'],40.8011,-73.9371,1,1,POINT (-73.9371 40.8011),Manhattan,747.0
"4 bedroom home in southport, ct","southport, ct - new kitchen w/ granite counter tops, refinished floors, new tile in bathrooms; available for february 1st. excellent location, on southport, ct/ westport, ct boarder. home is in mill hill/warde school district in fairfield. large fenced in backyard. central air conditioning. owner pays for landscaping/yard maintenance. tenant pays for snow plowing and all utilities.",4650,"southport, ct",https://newyork.craigslist.org/fct/apa/d/southport-bedroom-home-in-southport-ct/7705073252.html,4,2.0,['2024-01-07 09:27'],41.1428,-73.2884,1,1,POINT (-73.2884 41.1428),,384.0
